object_id,headline,description,material,date,dimensions
1-2024-0566-000,"Tischtelefon, 1959","Dieses Tischtelefon aus dem Jahr 1959 ist ein wichtiges Relikt der Kommunikationsgeschichte. Mit seinen kompakten Maßen von 170 x 240 x 185 mm und einem Gewicht von 1,9 kg passt es bequem auf jeden Schreibtisch. Das Drehwählverfahren, erkennbar an der runden Ziffernscheibe, war zu dieser Zeit Standard für die Rufnummerneingabe. Die robusten Materialien und das klassische Design des schwarzen Telefons zeugen von seiner Langlebigkeit und seinem praktischen Nutzen. Dieses Objekt repräsentiert die technologische Entwicklung und die alltägliche Nutzung von Telefonen in der Mitte des 20. Jahrhunderts.",N/A,1959,"Masse: 1,9 kg
Objektmaß HxBxT: 170 x 240 x 185 mm"
1-2024-0733-000,Tischtelefon aus den 1950er Jahren,"Dieses funktionale Tischtelefon aus den 1950er Jahren wiegt 1,2 kg und misst 130 x 140 x 230 mm (Höhe x Breite x Tiefe). Seine schlichte Form und die dezente Farbgebung spiegeln die Designästhetik der Mitte des 20. Jahrhunderts wider. Das abgebildete Exemplar mit Drehwählscheibe und abnehmbarem Hörer war ein wesentliches Kommunikationsmittel in Haushalten und Büros. Seine robuste Konstruktion deutet auf eine Langlebigkeit hin, die typisch für Objekte dieser Epoche war.",N/A,1950er Jahre,"Masse: 1,2 kg
Objektmaß HxBxT: 130 x 140 x 230 mm"
1-2024-0563-000,Drehtelefon,"Dieses Drehtelefon, hergestellt in den 1960er Jahren, repräsentiert die Kommunikationstechnologie seiner Zeit. Mit einer Masse von 1,85 kg und Maßen von 150 x 240 x 185 mm (HxBxT) ist es ein robustes Gerät. Sein klassisches Design mit dem charakteristischen Wählscheiben und dem separaten Hörer ist typisch für Apparate dieser Ära. Das Objekt illustriert die Entwicklung der Haushalts- und Bürotelefonie vor dem Aufkommen digitaler Technologien und bietet einen Einblick in die materielle Kultur des 20. Jahrhunderts.",N/A,1960er Jahre,"Masse: 1,85 kg
Objektmaß HxBxT: 150 x 240 x 185 mm"
1-2024-0584-002,Historische Fernseh-Kamera des Hessischen Rundfunks,"Dieses Objekt, ein Kameratyp der Firma FENRSEH G-M-B-H, wurde um 1990 gefertigt. Mit seinen Abmessungen von HxBxT 480 x 300 x 590 mm und einem Gewicht von 35 kg repräsentiert es ein wesentliches Stück technischer Entwicklung in der Fernsehproduktion. Die Beschriftung ""HESSISCHER RUNDFUNK"" und die Ziffer ""3"" deuten auf eine Nutzung im Senderbetrieb hin und unterstreichen seine historische Bedeutung für die mediale Infrastruktur in Hessen. Das robuste Gehäuse und die sichtbaren optischen Komponenten zeugen von professioneller Anwendung.",N/A,um 1990,"Objektmaß HxBxT: 480 x 300 x 590 mm
Masse: 35 kg"
1-2024-0582-000,Digital Image Enhancer CPH 1000,"Dieses Gerät, ein ""Digital Image Enhancer CPH 1000"" der Marke BTS, stammt aus dem Jahr 1990. Mit seinen Abmessungen von 270 x 480 x 500 mm und einem Gewicht von 28,5 kg handelt es sich um ein robustes technisches Gerät. Die Beschriftung ""HDTV"" deutet auf eine Anwendung im Bereich des hochauflösenden Fernsehens hin. Die obere Seite ist mit einem Gitter versehen, das auf eine Belüftung oder Kühlung im Inneren hinweist, wo sich eine Vielzahl von elektronischen Komponenten befindet.",N/A,um 1990,"Objektmaß HxBxT: 270 x 480 x 500 mm
Masse: 28,5 kg"
1-2024-0701-000,Präzisionsinstrument aus den 1980er Jahren,"Dieses Set, um 1985 gefertigt, besteht aus mehreren kreisförmigen Elementen, die auf eine präzise Messung hindeuten. Die abgebildeten Komponenten, einschließlich eines runden Behälters, zweier glatter Scheiben und einer Scheibe mit fein eingravierter Skala und einem drehbaren Zeiger, deuten auf ein komplexes Instrument hin. Die Abmessungen von 130 x 30 mm bei einem Gewicht von 0,75 kg unterstreichen die Kompaktheit und Wertigkeit des Objekts. Obwohl das Material nicht spezifiziert ist, zeugt die makellose Ausführung von hoher technischer Fertigungskunst und möglicherweise von einer wissenschaftlichen oder navigativen Anwendung.",N/A,um 1985,"Ø Höhe: 130 x 30 mm
Masse: 0,75 kg"
1-2024-0582-001,Robuster Transportkoffer,"Dieser stabile Koffer, gefertigt um 1990, dient dem sicheren Transport wertvoller oder empfindlicher Objekte. Seine Konstruktion aus robustem Material, verstärkt mit Metallprofilen und Eckbeschlägen, schützt den Inhalt vor äußeren Einwirkungen. Integrierte Griffe und Verschlüsse ermöglichen ein einfaches Handhaben und Sichern. Mit seinen Maßen von 270 x 480 x 500 mm und einem Gewicht von 28,5 kg ist er für den professionellen Einsatz konzipiert, sei es im Kulturbereich oder bei logistischen Herausforderungen.",N/A,um 1990,"Objektmaß HxBxT: 270 x 480 x 500 mm
Masse: 28,5 kg"
1-2024-0761-000,Select Panel CP-1412,"Dieses Select Panel, Modell CP-1412, stammt aus dem Jahr 1995 und ist ein Element der BTS-Serie. Mit seinen Maßen von 45 x 480 x 45 mm und einem Gewicht von 0,4 kg wurde es vermutlich als Bedieneinheit für audiovisuelle Systeme oder ähnliche technische Anlagen konzipiert. Die Oberfläche zeigt eine Reihe von beschrifteten Tasten, die auf verschiedene Ausgangskanäle (Out 1-6) und eine Funktion namens ""Rotator/On/Off"" hindeuten. Auf der Rückseite ist eine Leiterplatte erkennbar, die die elektrische Funktionalität des Panels ermöglicht.",N/A,um 1995,"Objektmaß HxBxT: 45 x 480 x 45 mm
Masse: 0,4 kg"
1-2024-0704-000,Tragbares Gerät,"Dieses tragbare Gerät, das um 1985 gefertigt wurde, misst 170 mm in der Länge, 20 mm in der Breite und 30 mm in der Höhe und wiegt 0,1 kg. Seine Oberfläche ist glatt und dunkel, mit geriffelten Details entlang der Längsseiten, die für einen besseren Halt sorgen könnten. Am vorderen Ende weist es eine Reihe kleinerer, punktförmiger Vertiefungen auf, die möglicherweise auf eine Funktion zur Anzeige oder Interaktion hinweisen. Die kompakte Größe und die Konstruktion deuten darauf hin, dass es sich um ein elektronisches Gerät oder ein Werkzeug handelt, das für den mobilen Einsatz konzipiert ist.",N/A,um 1985,"Objektmaß LxBxH: 170 x 20 x 30 mm
Masse: 0,1 kg"
1-2024-0768-000,Uhrenradio LIFETEC,"Dieses Uhrenradio von LIFETEC, hergestellt um das Jahr 2000, besticht durch sein schlichtes, funktionales Design. Das Gerät misst 60 x 205 x 170 mm und verfügt über eine perforierte Oberfläche zur Schallabstrahlung, typisch für Radiogeräte dieser Zeit. Die Frontblende zeigt eine Frequenzskala für FM und MW sowie Bedienelemente wie „SLEEP“ und „AL1“. Das Modell LT7689 deutet auf seine Identifikation im Warenangebot hin und unterstreicht seine Rolle als alltägliches elektronisches Gerät, das um die Jahrtausendwende in vielen Haushalten präsent war.",N/A,um 2000,Objektmaß HxBxT: 60 x 205 x 170 mm
1-2024-0584-000,Hochauflösende Videokamera aus den 1990er Jahren,"Diese professionelle Videokamera, datiert um 1990, repräsentiert die Spitzentechnologie ihrer Zeit im Bereich des Hochformatsfernsehens (HDTV). Mit ihren beachtlichen Abmessungen von 480 x 300 x 590 mm und einem Gewicht von 35 kg war sie für den anspruchsvollen Einsatz in Fernsehstudios und bei Außenübertragungen konzipiert. Die Kennzeichnung ""BTS HDTV"" und das Phillips-Logo deuten auf ihre Herkunft und ihren technologischen Fortschritt hin. Die robuste Konstruktion und die sichtbaren Bedienelemente unterstreichen ihre professionelle Funktionalität.",N/A,um 1990,"Objektmaß HxBxT: 480 x 300 x 590 mm
Masse: 35 kg"
1-2024-0565-000,"Notruftelefon, 1959","Dieses schwarze Bakelit-Telefon mit Wählscheibe und Hörer ist ein Zeugnis der Kommunikationstechnologie des Jahres 1959. Es wiegt 2,05 kg und hat die Maße 150 x 240 x 185 mm (H x B x T). Deutlich auf der Oberseite erkennbar ist die Aufschrift „NOTRUF“, was auf seine primäre Funktion als Notrufapparat hinweist. Die Wählscheibe mit den Ziffern von 0 bis 9 sowie zusätzliche Tasten unterstreichen die Bedienungsweise. Der verdrehte Hörerkabel und der abnehmbare Hörer sind charakteristische Merkmale dieser Ära.",N/A,1959,"Masse: 2,05 kg
Objektmaß HxBxT: 150 x 240 x 185 mm"
1-2024-0579-000,Synchronisationsgenerator mit Steckmodulen,"Dieses um 1970 entstandene Gerät dient als Synchronisationsgenerator. Es ist als Rack-Einheit konzipiert und weist eine robuste Konstruktion mit einer Breite von 480 mm, einer Höhe von 145 mm und einer Tiefe von 385 mm auf. Mit einem Gewicht von 13,3 kg ist es ein substantielles Stück technischer Ausrüstung. Die Frontplatte ist mit Bedienelementen, Anschlüssen und Beschriftungen versehen, während das Innere durch ein System von steckbaren Modulen gekennzeichnet ist, die wahrscheinlich für unterschiedliche Funktionen oder Konfigurationen ausgelegt sind.",N/A,um 1970,"Objektmaß HxBxT: 145 x 480 x 385 mm
Masse: 13,3 kg"
1-2024-0584-001,Messgerät aus den 1990er Jahren,"Dieses Messgerät, gefertigt um 1990, zeichnet sich durch seine robusten Abmessungen von 480 x 300 x 590 mm und ein Gewicht von 35 kg aus. Seine metallische Konstruktion und die sichtbare innere Elektronik deuten auf seine Funktion als technisches Gerät hin. Die Frontplatte ist mit verschiedenen Anschlüssen und Reglern versehen, was auf eine komplexe Bedienung und spezifische Anwendung schließen lässt. Der Öffnungsmechanismus ermöglicht den Zugang zum Innenleben, wo eine dichte Anordnung von elektronischen Bauteilen und Verkabelungen erkennbar ist, was die präzise Natur des Geräts unterstreicht.",N/A,um 1990,"Objektmaß HxBxT: 480 x 300 x 590 mm
Masse: 35 kg"
1-2024-0762-000,SELECT PANEL CP 1412,"Dieses Auswahlpanel, datierend aus dem Jahr 1995, ist ein technisches Gerät, das für seine Funktion konzipiert wurde. Es hat eine Objektgröße von 45 x 480 x 45 mm und ein Gewicht von 0,4 kg. Die Frontseite zeigt mehrere Tasten mit Beschriftungen wie ""Nr. 1"" bis ""Nr. 6"", sowie die Kennzeichnung ""SELECT PANEL CP 1412"". Die Rückseite offenbart eine grüne Leiterplatte mit elektronischen Bauteilen, was auf seine Rolle als Schnittstelle in einem größeren System hinweist.",N/A,um 1995,"Objektmaß HxBxT: 45 x 480 x 45 mm
Masse: 0,4 kg"
1-2024-0698-000,Messinstrument mit drei Anzeigen,"Dieses kompakte Messgerät, um 1970 gefertigt, verfügt über drei runde Anzeigen, die fein abgestuft und mit Zeigern versehen sind. Der Sockel des Objekts ist aus einem dunklen Material gefertigt, das die einzelnen Messinstrumente sicher hält. Mechanische Hebel und Stifte deuten auf eine komplexe Funktionalität hin, die vermutlich zur Präzisionsmessung in einem technischen oder wissenschaftlichen Kontext diente. Mit seinen Maßen von 110 x 117 x 110 mm und einem Gewicht von 0,9 kg war dieses Gerät konzipiert, um sowohl stabil als auch handhabbar zu sein.",N/A,um 1970,"Objektmaß HxBxT: 110 x 117 x 110 mm
Masse: 0,9 kg"
1-2024-0740-000,Telefonvermittlungsplatz aus den 1960er Jahren,"Dieser Telefonvermittlungsplatz, gefertigt in den 1960er Jahren, ist ein Beispiel für die Technologie der damaligen Zeit. Mit seinen Abmessungen von 795 x 760 x 520 mm und einem Gewicht von 71 kg repräsentiert er eine robuste Konstruktion. Das Gerät verfügt über eine Vielzahl von Bedienelementen, darunter Schalter, Knöpfe und eine Wählscheibe, die typisch für manuelle Vermittlungssysteme waren. Die Holzeinfassung verleiht ihm ein klassisches Aussehen, während die technische Ausstattung auf seine Funktion als zentraler Knotenpunkt für Telefonkommunikation hinweist.",N/A,1960er Jahre,"Objektmaß HxBxT: 795 x 760 x 520 mm
Masse: 71 kg"
1-2024-0588-000,"Studio-Kamera, ca. 1960","Dieses Objekt, eine Studio-Kamera, entstand um 1960. Mit seinen Abmessungen von 345 mm Höhe, 370 mm Breite und 500 mm Tiefe sowie einem Gewicht von 24,9 kg handelt es sich um ein robustes Gerät. Die sichtbare Konstruktion und die Bedienelemente deuten auf eine professionelle Anwendung im Rundfunk oder Film hin, wo solche Kameras für die Bildaufnahme in kontrollierten Umgebungen eingesetzt wurden.",N/A,um 1960,"Objektmaß HxBxT: 345 x 370 x 500 mm
Masse: 24,9 kg"
1-2024-0759-000,CP 328 Control Panel,"Dieses Bedienfeld, datiert auf ca. 1995, dient zur Steuerung von technischen Systemen. Es ist aus Aluminium gefertigt und wiegt 0,6 kg. Mit seinen Abmessungen von 45 x 480 x 45 mm ist es für den Rackeinbau konzipiert. Das Gerät, markiert mit ""Philips"", verfügt über diverse Tasten und Anzeigefelder, die auf seine Funktion als zentrales Bedienelement für komplexe Apparaturen hinweisen. Der Objekt ID lautet 1-2024-0759-000.",N/A,um 1995,"Objektmaß HxBxT: 45 x 480 x 45 mm
Masse: 0,6 kg"
1-2024-0702-000,Spannbacke für Werkzeugmaschine,"Dieses Objekt, eine Spannbacke, stammt aus dem Jahr 1985. Mit einer Masse von 2,9 kg und den Objektmaßen von 50 x 110 x 110 mm repräsentiert es ein robustes Bauteil, das für den Einsatz in industriellen Umgebungen konzipiert wurde. Seine präzise gefertigte Form mit sichtbaren Rillen und Gewinden deutet auf seine Funktion als Teil eines Spannfutters oder eines ähnlichen Spannwerkzeugs hin, das zur sicheren Fixierung von Werkstücken auf Werkzeugmaschinen benötigt wird.",N/A,um 1985,"Objektmaß HxBxT: 50 x 110 x 110 mm
Masse: 2,9 kg"
1-2024-0745-000,"Industrielles Werkzeug ""Touchform""","Dieses industrielle Werkzeug, gefertigt um 1985, zeichnet sich durch seine rechteckige Form und eine Masse von 8,3 kg aus. Mit Objektmaßen von 155 x 133 x 500 mm (Höhe x Breite x Tiefe) ist es ein signifikantes Stück industrieller Fertigung. Die Beschriftung ""Touchform"" und die internen Rillen deuten auf eine spezialisierte Funktion im Produktionsprozess hin, vermutlich im Bereich der Formgebung oder Oberflächenbearbeitung. Seine stabile Konstruktion unterstreicht seinen praktischen Einsatz in einem industriellen Umfeld.",N/A,um 1985,"Objektmaß HxBxT: 155 x 133 x 500 mm
Masse: 8,3 kg"
1-2024-0583-004,Transportkoffer,"Dieser stabile Transportkoffer aus dem Jahr 1990 dient dem Schutz und Transport von empfindlichen Objekten. Seine robusten Aluminiumkanten und die stabile Konstruktion mit Metallverschlüssen gewährleisten Sicherheit. Mit den Maßen von 270 x 260 x 660 mm und einem Gewicht von 24,8 kg ist er für den professionellen Einsatz konzipiert. Das aufgebrachte Logo der Marke ""angénieux"" deutet auf eine spezifische Nutzung im professionellen Umfeld, möglicherweise in der Film- oder Tontechnik, hin. Die sichtbaren Holzleisten an den Seiten dienen wahrscheinlich der zusätzlichen Polsterung oder Verankerung des Transportguts.",N/A,um 1990,"Objektmaß HxBxT: 270 x 260 x 660 mm
Masse: 24,8 kg"
1-2024-0588-001,"Überwachungseinheit ""FernseH GmbH""","Dieses Objekt, gefertigt um 1960 von der FernseH GmbH, ist eine Überwachungseinheit mit einer Masse von 24,9 kg. Seine Abmessungen betragen 345 x 370 x 500 mm. Die robuste Konstruktion mit sichtbaren internen Komponenten deutet auf einen funktionalen, möglicherweise industriellen oder wissenschaftlichen Einsatz hin. Die Anordnung mehrerer Öffnungen lässt auf modulare Anschlüsse oder Sensoren schließen, die für die Datenerfassung oder Steuerung bestimmt waren. Das Gerät repräsentiert einen wichtigen Entwicklungsschritt in der frühen Nachrichtentechnik.",N/A,um 1960,"Objektmaß HxBxT: 345 x 370 x 500 mm
Masse: 24,9 kg"
1-2024-0735-000,Telefonapparat der 1960er Jahre,"Dieser Telefonapparat stammt aus den 1960er Jahren und weist eine klassische Formgebung auf. Der Hörer ist ergonomisch gestaltet und über ein geflochtenes Kabel mit der Basisstation verbunden. Die Basisstation verfügt über mehrere Tasten, die vermutlich für die Rufwahl oder besondere Funktionen genutzt wurden. Mit seinen Maßen von 110 x 100 x 230 mm und einem Gewicht von 0,65 kg repräsentiert dieses Gerät die Technologie und das Design seiner Entstehungszeit und diente der alltäglichen Kommunikation.",N/A,1960er Jahre,"Masse: 0,65 kg
Objektmaß HxBxT: 110 x 100 x 230 mm"
1-2024-0795-002,"Modul für Fernsteuerungsaufnahmen, 1975","Dieses schwarze, kastenförmige Modul wurde 1975 gefertigt und wiegt 16,9 kg. Seine Abmessungen betragen 320 mm in der Höhe, 210 mm in der Breite und 530 mm in der Tiefe, ohne das Objektiv. Das Gehäuse weist verschiedene Anschlüsse und Bedienelemente auf, darunter Schalter und drehbare Regler, die auf seine Funktion als Teil eines Fernsteuersystems für Aufnahmegeräte hindeuten. Die Montagevorrichtungen an den Seiten ermöglichen die Befestigung an anderer Ausrüstung.",N/A,1975,"Objektmaß HxBxT: 320 x 210 x 530 mm (ohne Objektiv)
Masse: 16,9 kg"
1-2024-0694-000,Spulengehäuse mit Anschlussklemmen,"Dieses Objekt, gefertigt um 1928, dient als Gehäuse für eine Spule und ist auf einer Holzplatte montiert. Es weist mehrere Anschlussklemmen auf, die für elektrische Verbindungen vorgesehen sind. Mit seinen Maßen von 115 x 300 x 150 mm und einem Gewicht von 0,9 kg handelt es sich um ein kompaktes Gerät, das vermutlich in der frühen Telekommunikation oder in experimentellen elektrischen Aufbauten Verwendung fand. Die Beschriftungen auf der Platte deuten auf eine Funktion im Zusammenhang mit Telefonie hin.",N/A,um 1928,"Objektmaß HxBxT: 115 x 300 x 150 mm
Masse: 0,9 kg"
1-2024-0581-000,Fernsehmonitor,"Dieses technische Gerät, ein Monitor der Marke Fernseh GmbH, stammt aus dem Jahr 1990. Mit seinen Maßen von 185 x 485 x 550 mm und einem Gewicht von 19,75 kg ist es ein robustes Gerät. Die metallische Oberfläche und das charakteristische Lüftungsgitter auf der Oberseite deuten auf eine Funktionalität im Bereich der Signalverarbeitung und -darstellung hin, wahrscheinlich für professionelle Anwendungen im Rundfunk oder in der Überwachungstechnik. Die Frontseite ist mit einem Bildschirm sowie verschiedenen Bedienelementen und Anschlüssen ausgestattet.",N/A,um 1990,"Objektmaß HxBxT: 185 x 485 x 550 mm
Masse: 19,75 kg"
1-2024-0749-000,Digital Component Encoder,"Dieses Gerät, ein „Digital Component Encoder“ der Marke BTS, wurde um 1995 gefertigt. Seine Abmessungen betragen 45 mm in der Höhe, 480 mm in der Breite und 400 mm in der Tiefe, mit einem Gewicht von 4,4 kg. Die Frontplatte weist ein Display sowie diverse Bedienelemente auf, darunter Knöpfe und Schalter, die auf eine komplexe Funktionalität im Bereich der digitalen Signalverarbeitung hinweisen. Die Lüftungsschlitze auf der Ober- und Seitenfläche deuten auf eine aktive elektronische Komponente hin, die eine Kühlung benötigt.",N/A,um 1995,"Objektmaß HxBxT: 45 x 480 x 400 mm
Masse: 4,4 kg"
1-2024-0755-000,Kontrollpaneel DP-2000,"Dieses Gerät, mit der Objekt-ID 1-2024-0755-000, stammt aus dem Jahr 1995. Es handelt sich um ein Kontrollpaneel, erkennbar an der Tastenfelder-Anordnung und dem Display auf der Vorderseite. Seine Abmessungen betragen 90 x 485 x 180 mm und es wiegt 2 kg. Die stabile Konstruktion deutet auf eine industrielle oder technische Anwendung hin. Die Rückseite zeigt Anschlüsse und Lüftungsschlitze, was auf eine interne Funktionalität und Wärmeableitung hinweist.",N/A,um 1995,"Objektmaß HxBxT: 90 x 485 x 180 mm
Masse: 2 kg"
1-2024-0795-003,Taylor-Hobson Zoom-Servo-Kommandomodul,"Dieses Taylor-Hobson Zoom-Servo-Kommandomodul, hergestellt 1975, dient der Steuerung von Kameraobjektiven. Seine robuste Konstruktion mit einem Gehäuse aus unbekanntem Material und einem Griff aus Kunststoff oder Gummi unterstreicht seine professionelle Anwendung. Mit einer Masse von 16,9 kg und Abmessungen von 320 x 210 x 530 mm (ohne Objektiv) ist es ein substanzielles Gerät. Die sichtbare Beschriftung und Anschlüsse deuten auf eine präzise Steuerung und Integration in ein größeres Filmsystem hin, was seine Bedeutung für die Filmproduktion der damaligen Zeit hervorhebt.",N/A,1975,"Objektmaß HxBxT: 320 x 210 x 530 mm (ohne Objektiv)
Masse: 16,9 kg"
1-2024-0675-000,Konvolut von Komponenten für Audiotechnik,"Dieses Konvolut, datiert zwischen 1920 und 1940, umfasst verschiedene Komponenten, die mutmaßlich im Bereich der Audiotechnik eingesetzt wurden. Die Objekte, deren Material nicht näher spezifiziert ist, weisen unterschiedliche Bauformen auf, darunter eine gebogene Metallröhre, mehrere runde oder quadratische Gehäuse mit Anschlüssen und Öffnungen sowie Elemente mit Schraubvorrichtungen. Das Gesamtgewicht beträgt 1,6 kg, und die Verpackung misst 120 x 280 x 120 mm. Die Anordnung der Einzelteile auf dem Bild deutet auf eine Sammlung von Ersatzteilen oder Bausätzen für akustische Geräte hin.",N/A,1920 - 1940,"Masse: 1,6 kg
Objektmaß HxBxT: 120 x 280 x 120 mm (Verpackung)"
